normalized_form	reading	senses
絹織物	キヌオリモノ	silk goods
献上	ケンジョウ	presenting (to)
県	ケン	prefecture (of Japan); county (of China, Taiwan, Norway, etc.); department (of France); province (of Italy, Spain, etc.)
研究室	ケンキュウシツ	laboratory|seminar room|professor's office
県営	ケンエイ	(under) prefectural management
県知事	ケンチジ	prefectural governor
県道	ケンドウ	prefectural road
研修	ケンシュウ	training (esp. in-service); induction course
県会	ケンカイ	prefectural assembly
県議	ケンギ	prefectural assembly member
肩	カタ	shoulder
県庁	ケンチョウ	prefectural office
見える	ミエル	to be seen; to be visible; to be in sight|to look; to seem; to appear|to come
絹布	ケンプ	silk; silk cloth
肩凝り	カタコリ	stiff neck; stiff shoulders
見せ掛け	ミセカケ	seeming; pose; show; pretense; sham; mock
県民	ケンミン	resident of a prefecture; citizen of a prefecture
見学	ケンガク	inspection; study by observation; field trip; tour; review|sitting out (e.g. PE class)
見せる	ミセル	to show; to display|to make (something or someone) look ...; to present an appearance of ...|to make (something) worth watching; to be entertaining|to have (something) looked at (by a specialist); to have (an antique, etc.) appraised|to have (an injury, person, etc.) looked at (by a doctor); to take (someone) to a doctor
見せびらかす	ミセビラカス	to show off; to flaunt
見解	ケンカイ	opinion; point of view
見下ろす	ミオロス	to overlook; to command a view of; to look down on|to despise; to look down on
見違える	ミチガエル	to mistake (for something or someone else); to be unable to recognize
見下す	ミクダス	to look down (on); to condescend (to)
見識	ケンシキ	views; opinion; discernment|pride; self-respect
見事	ミゴト	splendid; magnificent; excellent; fine; superb; beautiful; admirable|utter (esp. defeat); total; complete|something worth seeing; sight; spectacle
見合い	ミアイ	(formal) meeting with a view to marriage; interview with a prospective spouse|correspondence; balance|miai; two different options such that if one player takes one, the other player can take the other
見苦しい	ミグルシイ	unsightly; ugly; unseemly; indecent; deplorable; disgraceful; shameful
みっともない	ミットモナイ	shameful; disgraceful; unsightly; indecent; unseemly; unbecoming; improper
見失う	ミウシナウ	to lose sight of; to miss
見合わせる	ミアワセル	to exchange glances; to look at each other|to postpone; to put off; to withhold; to abandon|to contrast; to compare
見受ける	ミウケル	to catch sight of; to see; to suppose; to assume from appearances
見込む	ミコム	to anticipate; to expect; to estimate; to count on; to allow for; to take into account|to place confidence in; to put trust in; to trust|to find promising; to see good prospects (in)|to set one's eye on (e.g. prey); to mark (e.g. as a victim); to hold spellbound
見極める	ミキワメル	to watch to the end|to ascertain; to determine; to get to the bottom of; to make sure of|to know thoroughly; to obtain a deep understanding of
見捨てる	ミステル	to abandon; to fail; to desert; to forsake
見張る	ミハル	to stand watch; to stand guard; to look out|to open (one's eyes) wide
見渡す	ミワタス	to look out over; to survey (scene); to take an extensive view of
見物	ケンブツ	sightseeing; watching; viewing|sightseer; spectator; viewer; onlooker
見晴らす	ミハラス	to command a view; to look out over (onto, across, etc.); to overlook
見晴らし	ミハラシ	(scenic) view; prospect; outlook|viewing platform; overlook
見舞う	ミマウ	to visit and comfort or console; to go to see (e.g. someone in hospital); to ask after (e.g. someone's health); to inquire after|to attack; to hit; to strike; to deal (a punch)
見上げる	ミアゲル	to look up at; to raise one's eyes|to look up to; to admire; to respect
見分ける	ミワケル	to distinguish; to recognize; to recognise; to tell apart; to differentiate
見聞	ケンブン	information; experience; knowledge; observation
見地	ケンチ	point of view; viewpoint; standpoint|field inspection (e.g. in architecture, building)
見守る	ミマモル	to watch over; to keep watch over; to keep an eye on|to watch intently; to stare; to gaze; to watch (and see what happens); to follow
見直し	ミナオシ	review; reconsideration; revision
見習う	ミナラウ	to follow (someone's) example; to imitate; to copy; to pattern oneself on|to learn (by observation)
見切る	ミキリ	abandonment; giving up; forsaking|bargain sale; selling off cheaply|edge (e.g. of an architectural member); boundary
見物人	ケンブツニン	spectator; sightseer; onlooker
見当たる	ミアタル	to be found
見直す	ミナオス	to look at again|to re-examine (policy, estimate, plan, etc.); to review|to get a better opinion of; to see in a more positive light|to improve; to recover (market, illness, etc.)
見出し	ミダシ	heading; headline; title; caption|index|headword
見送り	ミオクリ	seeing (someone) off; send-off|deferment; postponement; shelving|letting a pitch go by|wait-and-see attitude
見送る	ミオクル	to see (someone) off; to escort|to watch (someone or something) go out of sight; to follow with one's eyes; to gaze after|to let (a bus, pitch, etc.) go by; to let pass; to pass up (an opportunity)|to postpone; to put off; to shelve; to leave (as it is)|to take care of (someone) until death; to attend (someone's) funeral; to bury
見返す	ミカエス	to look (stare) back at (someone)|to look at again; to re-examine|to prove oneself superior (to someone who had previously been condescending); to put a person to shame; to get one's own back|to look back (behind oneself)
見当	ケントウ	estimate; guess; conjecture; aim|direction; bearings|registration mark (printing)|approximately; about; around
見本市	ミホンイチ	trade fair
賢い	カシコイ	wise; clever; smart|well-behaved (esp. children and pets); obedient; good
見落とす	ミオトス	to overlook; to fail to notice; to miss (seeing)
険悪	ケンアク	dangerous; perilous; threatening; stormy; volatile; tense; critical; serious|stern (expression); hostile (attitude); sharp; harsh
謙虚	ケンキョ	modest; humble
軒	ノキ	eaves|narrow aisle surrounding the core of a temple building
見方	ミカタ	viewpoint; point of view; way of looking (at something); view; angle|way of appreciating (e.g. opera); way of understanding; how to read (a map, train timetable, etc.)
賢人	ケンジン	wise person; virtuous person; sage|unrefined sake
賢母	ケンボ	wise mother
賢明	ケンメイ	wise; sensible; well-advised; intelligent; sagacious; prudent
顕彰	ケンショウ	honouring (publicly); honoring; making someone's good deeds or achievements well-known
鍵	カギ	key|lock|key (to a problem, success, etc.); clue
軒並み	ノキナミ	row of houses|every house; each house; every door|all; totally; altogether; across the board
顕在	ケンザイ	being actual (as opposed to hidden or latent); being apparent; being obvious; being tangible; being revealed
軒先	ノキサキ	edge of the eaves; house frontage
元号	ゲンゴウ	name of an imperial era (e.g. Heisei, Shōwa); Japanese era name
謙遜	ケンソン	modesty; humility; being humble
遣唐使	ケントウシ	envoy to Tang China
元気	ゲンキ	lively; full of spirit; energetic; vigorous; vital; spirited|healthy; well; fit; in good health
険しい	ケワシイ	precipitous; rugged; inaccessible; impregnable; steep|grim; severe; stern
顕著	ケンチョ	remarkable; striking; obvious
顕微鏡	ケンビキョウ	microscope
見本	ミホン	sample; specimen; pattern|model; example
元	モト	origin; source; beginning|basis; base; foundation; root|cause|(raw) material; ingredient; base; mix (e.g. for a cake); (soup) stock|(one's) side
鍵盤	ケンバン	keyboard (of a piano, typewriter, etc.)
見返り	ミカエリ	reward; compensation; repayment; something done or given in return|collateral; security|turning to look behind
元首	ゲンシュ	sovereign; ruler; head of state
元旦	ガンタン	New Year's Day; first day of the year|New Year's morning; morning of New Year's Day
元日	ガンジツ	New Year's Day
元帥	ゲンスイ	(field) marshal; (fleet) admiral; general of the army
元祖	ガンソ	originator; pioneer; inventor; founder|progenitor; primogenitor; founder of a family line
原画	ゲンガ	original picture|key frame; key animation
原稿	ゲンコウ	manuscript; copy; draft; notes; contribution
原	ハラ	field; plain; prairie; tundra; moor; wilderness
原義	ゲンギ	original meaning
元禄	ゲンロク	Genroku era (1688.9.30-1704.3.13)
原っぱ	ハラッパ	open field; empty lot; plain
元本	ガンポン	principal; capital|income-producing assets
元来	ガンライ	originally; essentially; naturally; by nature; really; actually|in the first place; to begin with
原子	ゲンシ	atom
原因	ゲンイン	cause; origin; source
原型	ゲンケイ	model; prototype; archetype|(sewing) pattern
原作	ゲンサク	original work
原産地	ゲンサンチ	place of origin (of a plant or animal species, etc.); natural habitat; original home|place of origin (of manufactured goods)
原子力	ゲンシリョク	atomic energy; nuclear power
原形	ゲンケイ	original form; base form
原産	ゲンサン	place of origin; habitat
原材料	ゲンザイリョウ	raw materials; ingredients
原始	ゲンシ	origin; beginning; genesis|primeval; primordial; primitive
原案	ゲンアン	original plan; original bill; original motion; draft
元年	ガンネン	first year (of an imperial era)|year something (important) first happened or began
原告	ゲンコク	plaintiff; accuser; prosecutor
元老	ゲンロウ	elder statesman; doyen; old-timer; authority|genrō (member of a pre-WWII body that informally advised the emperor)
原子核	ゲンシカク	nucleus; atomic nucleus
原子炉	ゲンシロ	atomic reactor; nuclear reactor
原書	ゲンショ	original document (not a copy or adaptation); book in its original language (esp. a European language)
原人	ゲンジン	primitive man
原住民	ゲンジュウミン	native people; aboriginal; indigenous people
原色	ゲンショク	primary colour; primary color|pure color; unmixed color; striking color|original color (of a painting, etc. as opposed to a reproduction)
原爆	ゲンバク	atomic bomb; A-bomb
原文	ゲンブン	original text
原潜	ゲンセン	nuclear submarine
原則	ゲンソク	principle; general rule|as a rule; in principle; in general
原油	ゲンユ	crude oil
原水爆	ゲンスイバク	atomic and hydrogen bombs; nuclear and thermonuclear bombs
原発	ゲンパツ	nuclear power plant; nuclear power generation|primary (e.g. primary immunodeficiency syndrome)
